codigo_ocorrencia,classificacao,tipo,tipo_categoria,tipo_icao,latitude,longitude,cidade,ocorrencia_uf,ocorrencia_pais,aerodromo,data,status,relatorio_numero,divulgacao_relatorio_publicado,total_recomendacoes,aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao
200901278990299,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-18.7242,-52.7825,Chapadão Do Sul,MS,BRASIL,****,2009-01-27 12:00:00,Finalizada,A-047/CENIPA/2009,SIM,7,1,NÃO,2018-08-28
201402123991787,Acidente,Com Hélice,Problema Motor,SCF-PP,-19.0467,-52.78,Chapadão Do Sul,MS,BRASIL,****,2014-02-12 09:12:00,Ativa,A-031/CENIPA/2014,NÃO,0,1,NÃO,2018-08-28
201304186918225,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-18.7978,-52.6264,Chapadão Do Sul,MS,BRASIL,****,2013-04-18 12:20:00,Finalizada,A-070/CENIPA/2013,SIM,0,1,NÃO,2018-08-28
200801246876003,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-18.7978,-52.6264,Chapadão Do Sul,MS,BRASIL,****,2008-01-24 13:20:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
200911042920715,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-6.3397,-49.3578,Eldorado Dos Carajás,PA,BRASIL,****,2009-11-04 17:30:00,Finalizada,A-047/CENIPA/2012,SIM,2,1,NÃO,2018-08-28
200803057059098,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-6.0947,-49.3614,Eldorado Dos Carajás,PA,BRASIL,****,2008-03-05 16:00:00,Ativa,A-558/CENIPA/2018,NÃO,0,1,NÃO,2018-08-28
201104122414756,Incidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-30.0458,-52.8934,Cachoeira Do Sul,RS,BRASIL,****,2011-04-12 15:15:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201405101741687,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-29.91,-52.9758,Cachoeira Do Sul,RS,BRASIL,****,2014-05-10 20:25:00,Ativa,A-096/CENIPA/2014,NÃO,0,1,NÃO,2018-08-28
200802045799971,Acidente,Colisão Com Obstáculos No Solo,Colisão No Solo,GCOL,-30.2647,-53.1842,Cachoeira Do Sul,RS,BRASIL,****,2008-02-04 14:30:00,Finalizada,A-561/CENIPA/2016,SIM,0,1,NÃO,2018-08-28
200912163586441,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-28.6075,-55.7447,Cachoeira Do Sul,RS,BRASIL,****,2009-12-16 15:30:00,Finalizada,A-031/CENIPA/2012,SIM,1,1,NÃO,2018-08-28
201401292417744,Acidente,Falha Ou Mau Funcionamento De Sistema / Componente ,Falha Ou Mau Funcionamento De Sistema / Componente ,SCF-NP,-29.9803,-52.9383,Cachoeira Do Sul,RS,BRASIL,SSKS,2014-01-29 13:40:00,Finalizada,A-020/CENIPA/2014,SIM,2,1,NÃO,2018-08-28
201008244239240,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-30.0022,-52.9403,Cachoeira Do Sul,RS,BRASIL,****,2010-08-24 19:40:00,Finalizada,A-038/CENIPA/2011,SIM,1,1,NÃO,2018-08-28
201704251625357,Acidente,Pouso Em Local Não Previsto,Outros,OTHR,-29.98,-52.9225,Cachoeira Do Sul,RS,BRASIL,****,2017-04-23 00:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200910232275126,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-26.7753,-51.019,Caçador,SC,BRASIL,****,2009-10-23 13:05:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201807301321418,Incidente Grave,Falha Ou Mau Funcionamento Do Motor,Problema Motor,SCF-PP,-4.1625,-39.1631,Caridade,CE,BRASIL,****,2018-07-29 18:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201211015024462,Acidente,Causado Por Fenômeno Meteorológico Em Voo,Outros,OTHR,-15.0647,-55.2494,Chapada Dos Guimarães,MT,BRASIL,****,2012-11-01 19:49:00,Finalizada,A-052/CENIPA/2014,SIM,1,1,NÃO,2018-08-28
201507104253948,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-15.5106,-55.5164,Chapada Dos Guimarães,MT,BRASIL,****,2015-07-10 20:30:00,Finalizada,A-101/CENIPA/2015,SIM,1,1,NÃO,2018-08-28
201505207626608,Incidente Grave,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-8.9494,-35.8869,Ibateguara,AL,BRASIL,****,2015-05-20 15:10:00,Finalizada,IG - 076/CENIPA/2015,SIM,3,1,NÃO,2018-08-28
201107108997848,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-24.2395,-52.7928,Boa Esperança,PR,BRASIL,****,2011-07-10 20:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201309092233964,Incidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-8.5151,-39.3098,Cabrobó,PE,BRASIL,****,2013-09-09 14:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201711081233059,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-25.4492,-53.4089,Boa Vista Da Aparecida,PR,BRASIL,****,2017-11-07 21:35:00,Ativa,A-138/CENIPA/2017,NÃO,0,1,NÃO,2018-08-28
201705121807078,Acidente,Pouso Em Local Não Previsto,Outros,OTHR,-3.8133,-49.0886,Goianésia Do Pará,PA,BRASIL,****,2017-05-10 17:00:00,Ativa,A-074/CENIPA/2017,NÃO,0,1,SIM,2018-08-28
201001121584663,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-1.4169,-51.6339,Gurupá,PA,BRASIL,****,2010-01-12 14:30:00,Finalizada,A-505/CENIPA/2016,SIM,0,1,NÃO,2018-08-28
201212222017491,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-1.4169,-51.6339,Gurupá,PA,BRASIL,SNGU,2012-12-22 19:00:00,Finalizada,OF Nº 1/SI/2067 DE 4/3/2013,NÃO,0,1,NÃO,2018-08-28
201808021726026,Incidente Grave,Com Trem De Pouso,Problema Sistema,SCF-NP,-14.8131,-51.1567,Cocalinho,MT,BRASIL,SWEF,2018-07-30 12:00:00,Ativa,IG-130/CENIPA/2018,NÃO,0,1,SIM,2018-08-28
201511051145157,Incidente,Colisão Com Obstáculos No Solo,Colisão No Solo,GCOL,-13.6744,-51.1156,Cocalinho,MT,BRASIL,****,2015-11-05 10:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200807171312725,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-3.8876,-59.0931,Nova Olinda Do Norte,AM,BRASIL,SWNO,2008-07-17 14:10:00,Finalizada,***,NÃO,0,1,SIM,2018-08-28
201109022443537,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-3.8876,-59.0931,Nova Olinda Do Norte,AM,BRASIL,SWNO,2011-09-02 18:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201805020045065,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-3.7722,-58.9267,Nova Olinda Do Norte,AM,BRASIL,****,2018-04-30 11:00:00,Ativa,A-079/CENIPA/2018,NÃO,0,1,NÃO,2018-08-28
201404047192212,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-19.6297,-55.2519,Corguinho,MS,BRASIL,SSKG,2014-04-04 12:00:00,Ativa,A-068/CENIPA/2014,NÃO,0,1,NÃO,2018-08-28
201711211516042,Acidente,Outros,Outros,OTHR,-23.1969,-48.9986,Arandu,SP,BRASIL,****,2017-11-18 17:00:00,Finalizada,A-147/CENIPA/2017,SIM,0,1,NÃO,2018-08-28
201405104151636,Incidente,Estouro De Pneu,Problema Sistema,SCF-NP,-12.1449,-45.0042,Barreiras,BA,BRASIL,SNBR,2014-05-10 13:40:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201407243669445,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-12.1449,-45.0042,Barreiras,BA,BRASIL,****,2014-07-24 13:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201808271422135,Incidente,Contato Anormal Com A Pista ,Contato Anormal Com A Pista ,ARC,-12.1603,-45.0225,Barreiras,BA,BRASIL,SNDH,2018-08-25 12:45:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201209225934902,Incidente Grave,Pouso Em Local Não Previsto,Outros,OTHR,-12.1449,-45.0042,Barreiras,BA,BRASIL,****,2012-09-22 16:40:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
201712131447417,Incidente,Outros,Outros,OTHR,-12.1603,-45.0225,Barreiras,BA,BRASIL,SNDH,2017-12-09 17:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201705162001588,Incidente,Causado Por Fenômeno Meteorológico Em Voo,Outros,OTHR,-15.0439,-48.7247,Barro Alto,GO,BRASIL,****,2016-12-30 20:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201603122211039,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-10.7642,-55.4611,Colíder,MT,BRASIL,SIKC,2016-03-04 19:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201503297683543,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-10.7556,-55.4583,Colíder,MT,BRASIL,****,2015-03-29 20:17:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201801161742184,Acidente,Causado Por Fenômeno Meteorológico No Solo,Outros,OTHR,-19.5333,-40.3167,Linhares,ES,BRASIL,****,2018-01-13 17:30:00,Ativa,A-006/CENIPA/2018,NÃO,0,1,NÃO,2018-08-28
201007109874478,Incidente,Pouso Em Local Não Previsto,Outros,OTHR,-19.3981,-40.0653,Linhares,ES,BRASIL,****,2010-07-10 11:20:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201407167784342,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-2.8681,-63.6667,Novo Airão,AM,BRASIL,****,2014-07-16 15:15:00,Finalizada,A-126/CENIPA/2014,SIM,0,1,NÃO,2018-08-28
201710171924479,Acidente,Outros,Outros,OTHR,-2.765,-60.6314,Novo Airão,AM,BRASIL,****,2017-10-17 15:40:00,Ativa,A-131/CENIPA/2017,NÃO,0,1,NÃO,2018-08-28
201805211843347,Incidente,Pouso Brusco,Contato Anormal Com A Pista,ARC,-18.68,-57.225,Corumbá,MS,BRASIL,****,2017-07-09 14:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201310197130428,Acidente,Colisão Com Obstáculo Durante A Decolagem E Pouso,Colisao Decolagem/Pouso,CTOL,-18.6819,-55.9486,Corumbá,MS,BRASIL,****,2013-10-19 11:05:00,Finalizada,A-188CENIPA2013 ,SIM,0,1,NÃO,2018-08-28
201507127514621,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-19.0119,-57.6714,Corumbá,MS,BRASIL,SBCR,2015-07-12 17:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201510063911115,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-18.2311,-55.7511,Corumbá,MS,BRASIL,****,2015-10-06 12:00:00,Ativa,A-134/CENIPA/2015,NÃO,0,1,NÃO,2018-08-28
201804231754358,Incidente,Colisão Com Obstáculos No Solo,Colisão No Solo,GCOL,-19.2331,-57.0297,Corumbá,MS,BRASIL,SSNV,2018-04-21 19:45:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201106106949540,Acidente,Colisão De Aeronaves Em Voo,Colisao Decolagem/Pouso,MAC,-17.6503,-56.4867,Corumbá,MS,BRASIL,****,2011-06-10 20:30:00,Finalizada,A-026/CENIPA/2013,SIM,4,2,NÃO,2018-08-28
201105145398132,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-19.0106,-57.0719,Corumbá,MS,BRASIL,****,2011-05-14 19:35:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
201504288063035,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-21.6822,-48.2092,Araraquara,SP,BRASIL,****,2015-04-28 21:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201011056921478,Acidente,Causado Por Fenômeno Meteorológico Em Voo,Outros,OTHR,-21.8044,-48.1403,Araraquara,SP,BRASIL,SBAQ,2010-11-05 22:36:00,Ativa,A DEFINIR,NÃO,0,1,SIM,2018-08-28
201710041030244,Incidente,Incursão Em Pista,Incursão Em Pista,RI,-21.8044,-48.1403,Araraquara,SP,BRASIL,SBAQ,2017-09-24 12:40:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201012051797371,Incidente,Descompressão Não Intencional / Explosiva,Problema Sistema,SCF-NP,-21.7904,-48.1744,Araraquara,SP,BRASIL,****,2010-12-05 00:27:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201702231523434,Incidente,Colisão Com Aeronave No Solo,Colisão No Solo,GCOL,-21.8044,-48.1403,Araraquara,SP,BRASIL,SBAQ,2017-02-22 10:30:00,Finalizada,***,NÃO,0,2,NÃO,2018-08-28
201402133863851,Incidente Grave,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-21.7904,-48.1744,Araraquara,SP,BRASIL,SBAQ,2014-02-13 17:45:00,Ativa,IG-033/CENIPA/2014,NÃO,0,1,NÃO,2018-08-28
200911177207890,Incidente,Outros,Outros,OTHR,-21.7904,-48.1744,Araraquara,SP,BRASIL,SBAQ,2009-11-17 12:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201401129467454,Incidente,Tráfego Aéreo,Colisao Decolagem/Pouso,MAC,-6.9670000000000005,-34.8394,Cabedelo,PB,BRASIL,SNJO,2014-01-12 18:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201205199749657,Incidente,Perda De Componente Em Voo,Problema Sistema,SCF-NP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2012-05-19 10:40:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200808107043021,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2008-08-10 03:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201101235149030,Incidente,Outros,Outros,OTHR,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2011-01-23 18:09:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200807172094396,Incidente,Falha Do Motor No Solo,Problema Motor,SCF-PP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2008-07-17 20:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200902214685953,Incidente,Falha Ou Mau Funcionamento De Sistema / Componente ,Falha Ou Mau Funcionamento De Sistema / Componente ,SCF-NP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2009-02-21 16:48:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201306189281466,Incidente,Outros,Outros,OTHR,-5.9104,-35.2592,Parnamirim,RN,BRASIL,****,2013-06-18 13:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200904295488656,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,SBNT,2009-04-29 21:40:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201012108109141,Incidente,Com Para-Brisas / Janela / Porta,Problema Sistema,SCF-NP,-5.9104,-35.2592,Parnamirim,RN,BRASIL,****,2010-12-10 13:45:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201202247926162,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-18.5435,-53.133,Costa Rica,MS,BRASIL,****,2012-02-24 10:50:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
201704171942434,Acidente,Voo Controlado Contra O Terreno,Voo Controlado Contra O Terreno,CFIT,-22.9781,-43.0333,Niterói,RJ,BRASIL,****,2017-04-12 21:25:00,Ativa,A-060/CENIPA/2017,NÃO,0,1,NÃO,2018-08-28
200908271250731,Acidente,Pouso Em Local Não Previsto,Outros,OTHR,-22.9594,-40.0508,Niterói,RJ,BRASIL,****,2009-08-27 15:00:00,Finalizada,A-025/CENIPA/2012,SIM,3,1,NÃO,2018-08-28
201209245700240,Incidente Grave,Pouso Sem Trem,Contato Anormal Com A Pista,ARC,-5.1175,-60.3644,Novo Aripuanã,AM,BRASIL,****,2012-09-24 13:30:00,Finalizada,IG-085/CENIPA/2013,SIM,0,1,NÃO,2018-08-28
201705311621378,Acidente,Indeterminado,Indeterminado,UNK,-18.3733,-54.8881,Coxim,MS,BRASIL,****,2017-05-28 15:40:00,Ativa,A-079/CENIPA/2017,NÃO,0,1,NÃO,2018-08-28
201603291237098,Incidente Grave,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-22.3356,-47.3653,Araras,SP,BRASIL,SDAA,2016-03-25 12:50:00,Finalizada,IG-054/CENIPA/2016,SIM,1,1,SIM,2018-08-28
201102195848053,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-22.3311,-47.3283,Araras,SP,BRASIL,****,2011-02-19 18:20:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
201206196694523,Incidente Grave,Com Trem De Pouso,Problema Sistema,SCF-NP,-22.3571,-47.3858,Araras,SP,BRASIL,SDAA,2012-06-19 13:40:00,Ativa,A DEFINIR,NÃO,0,1,NÃO,2018-08-28
201503122577271,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-22.3389,-47.3581,Araras,SP,BRASIL,SDEH,2015-03-12 12:40:00,Finalizada,A-037/CENIPA/2015,SIM,0,1,NÃO,2018-08-28
200902064396442,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-1.9831,-48.9623,Igarapé-Miri,PA,BRASIL,****,2009-02-06 11:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201504232316030,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-10.5306,-51.5306,Confresa,MT,BRASIL,****,2015-04-23 12:30:00,Finalizada,A-063/CENIPA/2015,SIM,0,1,NÃO,2018-08-28
201111013439818,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-10.6336,-51.5672,Confresa,MT,BRASIL,SJHG,2011-11-01 09:15:00,Finalizada,ENCERRADA NO RAI,NÃO,0,1,NÃO,2018-08-28
201603141907185,Incidente Grave,Pouso Em Local Não Previsto,Outros,OTHR,-14.6347,-58.8678,Conquista D'Oeste,MT,BRASIL,****,2016-03-09 09:00:00,Finalizada,IG-042/CENIPA/2016,SIM,0,1,NÃO,2018-08-28
201402242758488,Acidente,Indeterminado,Indeterminado,UNK,-9.8863,-58.6069,Cotriguaçu,MT,BRASIL,****,2014-02-24 09:00:00,Finalizada,ENCERRADA NO RAI,NÃO,0,1,NÃO,2018-08-28
201101184049880,Incidente,Outros,Outros,OTHR,-22.2865,-42.5328,Nova Friburgo,RJ,BRASIL,****,2011-01-18 16:55:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201103053851770,Incidente Grave,Com Trem De Pouso,Problema Sistema,SCF-NP,-15.6794,-55.9556,Cuiabá,MT,BRASIL,****,2011-03-05 13:30:00,Ativa,IG-524/CENIPA/2018,NÃO,0,1,NÃO,2018-08-28
201008026882981,Incidente,Outros,Outros,OTHR,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2010-08-02 10:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201502065661155,Incidente,Com Para-Brisas / Janela / Porta,Problema Sistema,SCF-NP,-15.57,-56.0733,Cuiabá,MT,BRASIL,SBCY,2015-02-06 11:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201005071882506,Incidente,Perda De Componente Em Voo,Problema Sistema,SCF-NP,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2010-05-07 22:17:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201703141719462,Incidente Grave,Com Trem De Pouso,Problema Sistema,SCF-NP,-15.6547,-56.1167,Cuiabá,MT,BRASIL,SBCY,2017-03-02 16:09:00,Finalizada,IG-038/CENIPA/2017,SIM,0,1,NÃO,2018-08-28
201703161424192,Incidente,Falha Ou Mau Funcionamento De Sistema / Componente ,Falha Ou Mau Funcionamento De Sistema / Componente ,SCF-NP,-15.6531,-56.1172,Cuiabá,MT,BRASIL,SBCY,2017-03-11 14:28:35,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200802176783249,Incidente Grave,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-15.6794,-55.9556,Cuiabá,MT,BRASIL,****,2008-02-17 13:00:00,Ativa,A DEFINIR,NÃO,0,1,SIM,2018-08-28
201201209912974,Incidente,Descompressão Não Intencional / Explosiva,Problema Sistema,SCF-NP,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2012-01-20 08:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201808131226323,Incidente,Com Trem De Pouso,Problema Sistema,SCF-NP,-15.6525,-56.1175,Cuiabá,MT,BRASIL,SBCY,2018-08-11 22:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201703171510458,Incidente Grave,Com Trem De Pouso,Problema Sistema,SCF-NP,-15.6567,-56.1161,Cuiabá,MT,BRASIL,SBCY,2017-03-16 21:42:00,Ativa,IG-043/CENIPA/2017,NÃO,0,1,SIM,2018-08-28
201504073719856,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-15.57,-56.0733,Cuiabá,MT,BRASIL,SBCY,2015-04-07 21:48:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201202062839541,Incidente,Causado Por Fenômeno Meteorológico Em Voo,Outros,OTHR,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2012-02-06 20:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201004167352225,Incidente,Tráfego Aéreo,Colisao Decolagem/Pouso,MAC,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2010-04-16 20:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201410313384065,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2014-10-31 23:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201009258717191,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2010-09-25 21:10:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201009236901879,Incidente,Outros,Outros,OTHR,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2010-09-23 17:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
200908165874725,Incidente,Tráfego Aéreo,Colisao Decolagem/Pouso,MAC,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2009-08-16 03:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201409016492783,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-15.57,-56.0733,Cuiabá,MT,BRASIL,****,2014-09-01 20:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201004305917589,Incidente Grave,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-15.57,-56.0733,Cuiabá,MT,BRASIL,SJCY,2010-04-30 19:00:00,Finalizada,ENCERRADA NO RAI,NÃO,0,1,SIM,2018-08-28
201602120937488,Incidente,Estouro De Pneu,Problema Sistema,SCF-NP,-15.65,-56.1175,Cuiabá,MT,BRASIL,SBCY,2016-02-11 11:05:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201111127615623,Acidente,Outros,Outros,OTHR,-16.2728,-56.6508,Cuiabá,MT,BRASIL,****,2011-11-12 20:00:00,Finalizada,A-586/CENIPA/2016,SIM,0,1,NÃO,2018-08-28
201609161344017,Incidente,Perda De Componente No Solo,Problema Sistema,SCF-NP,-15.65,-56.1175,Cuiabá,MT,BRASIL,SBCY,2016-09-14 21:20:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201309189954598,Acidente,Perda De Controle No Solo,Perda De Controle No Solo,LOC-G,-15.57,-56.0733,Cuiabá,MT,BRASIL,SJCY,2013-09-18 11:30:00,Finalizada,A-167/CENIPA/2013,SIM,0,1,NÃO,2018-08-28
201708291905385,Incidente Grave,Pouso Sem Trem,Contato Anormal Com A Pista,ARC,-15.65,-56.1175,Cuiabá,MT,BRASIL,SBCY,2017-08-20 13:10:00,Ativa,IG-108/CENIPA/2017,NÃO,0,1,NÃO,2018-08-28
201508138561130,Incidente,Descompressão Não Intencional / Explosiva,Problema Sistema,SCF-NP,-15.65,-56.1175,Cuiabá,MT,BRASIL,SBCY,2015-08-13 02:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201309102769496,Incidente,Falha Ou Mau Funcionamento De Sistema / Componente ,Falha Ou Mau Funcionamento De Sistema / Componente ,SCF-NP,-2.6271,-56.7363,Parintins,AM,BRASIL,SWPI,2013-09-10 22:30:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201406249831978,Incidente,F.O.D.,Outros,OTHR,-2.6271,-56.7363,Parintins,AM,BRASIL,SWPI,2014-06-24 02:50:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201008235420372,Incidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-22.0248,-48.9204,Arealva,SP,BRASIL,****,2010-08-23 15:15:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201004127027692,Incidente,Vazamento De Outros Fluidos,Outros,OTHR,-22.0248,-48.9204,Arealva,SP,BRASIL,****,2010-04-12 14:03:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201103188944400,Incidente,Estouro De Pneu,Problema Sistema,SCF-NP,-14.7338,-57.0538,Denise,MT,BRASIL,****,2011-03-18 14:00:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201603241740391,Acidente,Pouso Em Local Não Previsto,Outros,OTHR,-14.7753,-56.9506,Denise,MT,BRASIL,****,2016-03-22 18:20:00,Finalizada,A-052/CENIPA/2016,SIM,0,1,NÃO,2018-08-28
201601141722575,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-18.2153,-49.8006,Bom Jesus De Goiás,GO,BRASIL,****,2016-01-07 19:00:00,Ativa,A-004/CENIPA/2016,NÃO,0,1,NÃO,2018-08-28
201705112117069,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-22.8375,-43.6192,Nova Iguaçu,RJ,BRASIL,****,2017-05-10 20:35:00,Finalizada,***,NÃO,0,1,NÃO,2018-08-28
201803261207059,Acidente,Falha Do Motor Em Voo,Problema Motor,SCF-PP,-22.74,-43.46,Nova Iguaçu,RJ,BRASIL,****,2018-03-23 18:30:00,Ativa,A-053/CENIPA/2018,NÃO,0,1,NÃO,2018-08-28
201503237149967,Acidente,Perda De Controle Em Voo,Perda De Controle Em Voo,LOC-I,-13.8164,-57.1683,Diamantino,MT,BRASIL,****,2015-03-23 17:15:00,Finalizada,A-042/CENIPA/2015,SIM,0,1,NÃO,2018-08-28
